KO,EC,RXN
K16370,2.7.1.11,R00756;R00756  ATP:D-fructose-6-phosphate 1-phosphotransferase;R03236;R03236  ATP:D-tagatose-6-phosphate 1-phosphotransferase;R03237;R03237  CTP:D-tagatose 6-phosphate 1-phosphotransferase;R03238;R03238  UTP:D-tagatose 6-phosphate 1-phosphotransferase;R03239;R03239  ITP:D-tagatose 6-phosphate 1-phosphotransferase;R04779;R04779  ATP:D-fructose-6-phosphate 1-phosphotransferase
K16371,,"R01069;R01069  D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
K16395,,
K16401,,
K16435,4.2.1.159,"R05518;R05518  dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose hydro-lyase (dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose-forming);R06428;R06428  dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose hydro-lyase (dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose-forming)"
K16511,,
K16515,4.2.1.83,"R04478;R04478  2-hydroxy-4-oxobutane-1,2,4-tricarboxylate 2,3-hydro-lyase"
K16516,,
K16553,,
K16554,2.7.10.3,
K16555,,
K16564,,
K16566,,
K16619,3.1.4.3,R01312;R01312  phosphatidylcholine cholinephosphohydrolase;R02027;R02027  phosphatidylglycerol cholinephosphohydrolase;R02052;R02052  phosphatidylethanolamine ethanolaminephosphohydrolase;R03332;R03332  1-phosphatidyl-D-myo-inositol inositolphosphohydrolase;R07381;R07381  plasmenylethanolamine ethanolamine phosphohydrolase
K16645,,
K16648,,
K16649,2.4.1.287,R12078;R12078  ;R12079
K16650,2.4.1.288,R12080;R12080  
K16652,1.1.1.333,
K16653,1.1.98.3,
K16692,2.7.10.3,
K16693,,
K16695,,
K16697,,
K16703,,
K16711,,
K16785,,
K16786,,
K16787,,
K16789,,
K16842,3.5.2.5,R02425;R02425  (S)-allantoin amidohydrolase
K16868,2.1.1.265,
K16870,2.4.1.289,"R10175;R10175  dTDP-6-deoxy-beta-L-mannose:N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol 3-alpha-L-rhamnosyltransferase;R12077;R12077  dTDP-6-deoxy-beta-L-mannose:N-acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol 3-alpha-L-rhamnosyltransferase"
K16873,1.1.3.47,R10212;R10212  ;R10216;R10858;R10858  5-(hydroxymethyl)furfural:oxygen oxidoreductase
K16898,5.6.2.4,
K16899,5.6.2.4,
K16917,,
K16921,,
K16924,,
K16950,,R00858;R00858  hydrogen-sulfide:NADP+ oxidoreductase;R10146
K16951,,R00858;R00858  hydrogen-sulfide:NADP+ oxidoreductase;R10146
K16959,,
K17062,,
K17077,,
K17103,2.7.8.8,R01800;R01800  CDP-diacylglycerol:L-serine 3-phosphatidyltransferase
K17104,2.5.1.41,R04158;R04158  geranylgeranyl diphosphate:sn-glyceryl phosphate geranylgeranyltransferase
K17108,3.2.1.45,R01498;R01498  D-glucosyl-N-acylsphingosine glucohydrolase;R13178;R13178  D-glucosylsphingosine glucohydrolase
K17202,,
K17203,,
K17204,,
K17205,,
K17207,,
K17210,,
K17218,1.8.5.4,R10152;R10152  sulfide:quinone oxidoreductase
K17228,1.14.14.35,R10203;R10203  
K17231,1.21.1.1,
K17238,,
K17241,,
K17244,,
K17247,,
K17285,1.8.3.4,R01851;R01851  methanethiol:oxygen oxidoreductase
K17315,,
K17316,,
K17317,,
K17319,,
K17321,,
K17325,,
K17331,,
K17468,4.3.1.29,R10408;R10408  D-glucosaminate-6-phosphate ammonia-lyase
K17624,3.2.1.97,
K17641,,
K17680,5.6.2.3,
K17686,7.2.2.8,
K17713,,
K17716,5.1.3.2,R00291;R00291  UDP-glucose 4-epimerase
K17722,1.3.1.1,"R00977;R00977  5,6-dihydrouracil:NAD+ oxidoreductase;R01414;R01414  5,6-dihydrothymine:NAD+ oxidoreductase;R11026;R11026  (R)-5,6-dihydrothymine:NAD+ oxidoreductase"
K17723,1.3.1.1,"R00977;R00977  5,6-dihydrouracil:NAD+ oxidoreductase;R01414;R01414  5,6-dihydrothymine:NAD+ oxidoreductase;R11026;R11026  (R)-5,6-dihydrothymine:NAD+ oxidoreductase"
K17733,,
K17734,,
K17735,1.1.1.108,
K17736,,
K17737,,
K17758,4.2.1.136,
K17811,5.5.1.16,
K17828,1.3.1.14,R01869;R01869  (S)-dihydroorotate:NAD+ oxidoreductase
K17829,1.3.1.86,"R09738;R09738  butanoyl-CoA:NADP+ 2,3-oxidoreductase"
K17837,3.5.2.6,R06363;R06363  penicillin hydrolase
K17838,3.5.2.6,R06363;R06363  penicillin hydrolase
K17872,1.6.5.12,R11061;R11061  NADPH:demethylphylloquinone oxidoreductase
K17882,,
K17884,2.7.8.39,"R10464;R10464  CDP-2,3-bis-(O-phytanyl)-sn-glycerol:1L-myo-inositol 1-phosphate 1-sn-archaetidyltransferase"
K17938,,
K17948,5.1.3.24,R09797;R09797  N-acetyl-alpha-neuraminate 2-epimerase;R12769;R12770
K17992,1.12.1.3,
K17997,1.12.1.4,
K18011,5.4.3.3,"R02852;R02852  D-2,6-diaminohexanoic acid 5,6-aminomutase;R03275;R03275  (3S)-3,6-diaminohexanoate 5,6-aminomutase"
K18013,2.3.1.247,R10564;R10564  (5S)-5-amino-3-oxohexanoate:acetyl-CoA ethylamine transferase
K18015,,
K18109,4.2.3.90,"R09890;R09890  (2E,6E)-farnesyl-diphosphate diphosphate-lyase (cyclizing, 5-epi-alpha-selinene-forming)"
K18118,2.8.3.18,R10343;R10343  succinyl-CoA:acetate CoA-transferase
K18120,1.1.1.61,R01644;R01644  4-hydroxybutanoate:NAD+ oxidoreductase
K18122,,R05336;R05336  acetyl-CoA:4-hydroxybutanoate CoA-transferase
K18138,,
K18139,,
K18140,,
K18141,,
K18142,,
K18146,,
K18195,4.2.2.23,
K18197,4.2.2.23,
K18205,3.2.1.185,
K18206,3.2.1.187,
K18209,1.3.4.1,R10660;R10660  fumarate CoM:CoB oxidoreductase (succinate forming)
K18214,,
K18218,,
K18220,,
K18223,1.14.13.227,"R10702;R10702  propane,NADH:oxygen oxidoreductase (2-hydroxylating)"
K18224,1.14.13.227,"R10702;R10702  propane,NADH:oxygen oxidoreductase (2-hydroxylating)"
K18231,,
K18244,,
K18277,1.14.13.148,"R05623;R05623  N,N,N-trimethylamine,NADPH:oxygen oxidoreductase (N-oxide-forming)"
K18285,2.5.1.120,"R10667;R10667  S-adenosyl-L-methionine:3-[(1-carboxyvinyl)-oxy]benzoate adenosyltransferase (bicarbonate-hydrolysing, 6-amino-6-deoxyfutalosine-forming)"
K18288,,R02407;R02407  succinyl-CoA:itaconate CoA-transferase;R10600;R10600  acetyl-CoA:itaconate CoA-transferase
K18289,2.8.3.22,R02407;R02407  succinyl-CoA:itaconate CoA-transferase;R03154;R03154  succinyl-CoA:(S)-citramalate CoA-transferase
K18292,4.1.3.25,R00237;R00237  (3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)
K18294,,
K18299,,
K18301,,
K18303,,
K18306,,
K18313,2.8.3.20,R10640;R10640  succinyl-CoA:(R)-citramalate CoA-transferase;R10641;R10641  succinyl-CoA:(R)-malate CoA-transferase
K18320,,
K18323,,
K18324,,
K18326,,
K18332,1.12.1.3,
K18334,4.2.1.68,R03688;R03688  L-fuconate hydro-lyase
K18335,1.1.1.434,R10690;R10690  2-dehydro-3-deoxy-L-fuconate:NAD+ 4-oxidoreductase
K18336,3.7.1.26,R10691;R10691  
K18348,5.1.1.1;5.1.1.18,
K18365,4.1.3.39;4.1.3.43,R00750;R00750  4-hydroxy-2-oxopentanoate pyruvate-lyase (acetaldehyde-forming);R05298;R05298  4-hydroxy-2-oxohexanoate pyruvate-lyase (propanal-forming)
K18369,,R10703;R10703  propan-2-ol:NAD+ oxidoreductase
K18377,,
K18383,4.1.2.61,R05772;R05772  feruloyl-CoA hydro-lyase/vanillin-lyase (acetyl-CoA-forming);R05773;R05773  feruloyl-CoA hydro-lyase/vanillin-lyase (acetyl-CoA-forming);R12566;R12566  feruloyl-CoA hydro-lyase/vanillin-lyase (acetyl-CoA-forming)
K18425,4.1.3.41,R09718;R09718  D-erythro-3-hydroxyaspartate glyoxylate-lyase (glycine-forming)
K18430,2.5.1.101,"R10304;R10304  phosphoenolpyruvate:2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose 1-(2-carboxy-2-oxoethyl)transferase"
K18434,,
K18446,3.6.1.25,
K18454,3.5.1.105,
K18475,,
K18478,2.7.1.184,R10970;R10970  ATP:6-deoxy-6-sulfo-D-fructose 1-phosphotransferase
K18479,5.3.1.31,R10765;R10765  6-deoxy-6-sulfo-D-glucopyranose aldose-ketose-isomerase;R12996;R12996  6-deoxy-6-sulfo-D-glucopyranose isomerase (2-epimerizing)
K18480,,
K18481,,
K18537,2.1.1.394,"R13357;R13357  S-adenosyl-L-methionine:(2R,3R,5S)-2-(S-pantetheinyl)-carbapenam-3-carboxylate 6-C-methyltransferase;R13358;R13358  S-adenosyl-L-methionine:(2R,3R,5S,6R)-6-(methyl)-2-(S-pantetheinyl)-carbapenam-3-carboxylate 6-C-methyltransferase"
K18552,,
K18553,,
K18574,3.4.14.12,
K18578,3.2.1.155,
K18581,3.2.1.180,R10867;R10867  beta-D-4-deoxy-Delta4-GlcAp-(1->3)-D-GalNAc6S hydrolase
K18588,,
K18650,3.2.1.82,
K18661,6.2.1.76,R03383;R03383  methylmalonate:CoA ligase (AMP-forming)
K18675,2.4.1.280,"R09942;R09942  N,N'-diacetylchitobiose:phosphate N-acetyl-D-glucosaminyltransferase"
K18676,2.7.1.8,R01961;R01961  ATP:D-glucosamine 6-phosphotransferase
K18682,,
K18691,4.2.2.29,
K18692,5.6.2.7,
K18704,2.7.8.14;2.7.8.47,"R11614;R11614  CDP-ribitol:4-O-[1-D-ribitylphospho-(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol ribitolphosphotransferase;R11621;R11621  CDP-ribitol:4-O-di[(2R)-1-glycerophospho]-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol ribitolphosphotransferase;R12865;R12869"
K18707,2.8.4.5,"R10649;R10649  tRNA (N6-L-threonylcarbamoyladenosine37):sulfur-donor,S-adenosyl-L-methionine C2-methylthiotransferase"
K18765,,
K18778,,
K18779,2.4.2.48,
K18785,2.4.1.319;2.4.1.320,"R10811;R10811  1,4-beta-D-mannooligosaccharide:phosphate alpha-D-mannosyltransferase;R10829;R10829  4-O-beta-D-mannopyranosyl-N-acetyl-D-glucosamine:phosphate alpha-D-mannosyltransferase"
K18800,1.14.13.240,"R04987;R04987  ;R08768;R08768  2-(all-trans-polyprenyl)phenol,NADPH:oxygen oxidoreductase (6-hydroxylating)"
K18820,2.4.1.161,
K18828,,
K18831,,
K18840,,
K18850,1.14.11.47,
K18887,,
K18888,,
K18889,,
K18890,,
K18893,,
K18895,,
K18898,,
K18902,,
K18904,,
K18905,,
K18908,,
K18910,5.1.3.30;5.1.3.31,R10817;R10817  D-psicose 3-epimerase;R10818;R10818  D-tagatose 3-epimerase
K18911,2.1.1.44,R01169;R01169  S-adenosyl-L-methionine:L-histidine Nalpha-methyltransferase
K18912,1.14.99.50,"R11013;R11013  hercynine,gamma-L-glutamyl-L-cysteine:oxygen oxidoreductase [gamma-L-glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide-forming]"
K18915,1.16.1.10,
K18917,1.20.4.3,
K18918,,
K18929,,
K18930,,R00297;R00297  (R)-2-hydroxy-acid:acceptor 2-oxidoreductase
K18946,,
K18954,,
K18955,,
K18958,,
K18962,6.5.1.3,
K18964,2.7.7.7,
K18968,2.7.7.65,
K18979,1.17.99.6,R12500;R12500  queuosine34 in tRNA:acceptor oxidoreductase
K18981,1.1.1.203,R10841;R10841  D-galacturonate:NAD+ 1-oxidoreductase
K18988,3.4.16.4,
K18996,,
K19002,2.4.1.337,"R10850;R10850  UDP-alpha-D-glucose:1,2-diacyl-sn-glycerol 3-alpha-D-glucosyltransferase;R12902"
K19004,2.4.1.315,"R02689;R02689  UDP-alpha-D-glucose:1,2-diacyl-sn-glycerol 3-beta-D-glucosyltransferase;R04377;R04377  UDP-alpha-D-glucose:1,2-diacyl-3-O-(beta-D-glucopyranosyl)-sn-glycerol 6-glucosyltransferase"
K19005,2.7.8.20,R05081;R05081  phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucose glycerophosphotransferase;R10849;R10849  phosphatidylglycerol:Glc-alpha1->2Glc-alpha1->3acyl2Gro glycerophosphotransferase;R12813;R12900;R12901
K19048,,
K19058,,
K19068,1.1.1.367,R12552;R12552  ;R12553
K19076,,
K19078,,
K19080,,
K19081,2.7.13.3,
K19082,,
K19084,,
K19092,,
K19108,,R10887;R10887  
K19117,,
K19123,,
K19124,,
K19125,,
K19126,,
K19138,,
K19139,,
K19140,,
K19142,,
K19147,,
K19155,,
K19157,,
K19161,,
K19162,,
K19163,,
K19170,,
K19171,,
K19172,,
K19220,,
K19221,2.5.1.17,"R01492;R01492  ATP:cob(I)alamin Co-beta-adenosyltransferase;R05220;R05220  ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase;R07268;R07268  ATP:cobinamide Cobeta-adenosyltransferase;R12184;R12184  ATP:Cob(II)yrinate diamide Cobeta-adenosyltransferase"
K19222,3.1.2.28,"R07262;R07262  1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
K19226,,
K19227,,
K19228,,
K19229,,
K19230,,
K19231,,
K19232,,
K19235,,
K19237,3.4.22.47,
K19238,,
K19244,1.4.1.1,R00396;R00396  L-alanine:NAD+ oxidoreductase (deaminating)
K19265,,
K19268,5.4.99.1,R00262;R00262  L-threo-3-methylaspartate carboxy-aminomethylmutase
K19270,3.1.3.22;3.1.3.23;3.1.3.50,R02167;R02167  D-mannitol-1-phosphate phosphohydrolase
K19272,2.7.1.95,
K19273,,
K19292,,
K19293,,
K19294,,
K19300,2.7.1.95,
K19302,3.6.1.27,R05627;R05627  undecaprenyl-diphosphate phosphohydrolase
K19303,,
K19304,,
K19309,,
K19312,2.1.3.15;6.4.1.2;6.4.1.3,R00742;R00742  acetyl-CoA:carbon-dioxide ligase (ADP-forming);R01859;R01859  propanoyl-CoA:carbon-dioxide ligase (ADP-forming)
K19333,,
K19334,,
K19337,,
K19338,,
K19339,,
K19341,,
K19350,,
K19353,,
K19354,,
K19355,3.2.1.78,R01332;R01332  beta-D-mannan hydrolases
K19421,,
K19422,,
K19423,,
K19425,,
K19427,,
K19428,,
K19509,,
K19545,,
K19557,,
K19577,,
K19585,,
K19586,,
K19591,,
K19597,,
K19611,,
K19661,2.7.13.3,
K19668,3.2.1.91,"1,4)-beta-D-glucan 4-glucanohydrolase;R02886;R02886  1,4-(1,3;R11308"
K19686,,
K19689,,
K19693,,
K19694,,
K19701,3.4.11.10;3.4.11.6,
K19702,3.4.11.24,
K19709,2.8.3.8,R01179;R01179  butanoyl-CoA:acetate CoA-transferase;R01359;R01359  acetoacetyl-CoA:acetate CoA-transferase;R07832;R07832  3-hydroxy-5-oxohexanoyl-CoA:acetate CoA-transferase
K19710,2.7.7.53,R00126;R00126  ADP:ATP adenylyltransferase;R01618;R01618  APS:ATP adenylyltransferase
K19734,,
K19745,,R00919;R00919  propanoyl-CoA:NADP+ 2-oxidoreductase
K19775,,
K19776,,
K19784,,
K19789,,
K19802,5.1.1.20;5.1.1.25,R10938;R10938  L-alanyl-D-glutamate epimerase;R13097;R13097  N-acetyl-glutamate racemase
K19804,,
K19810,,
K19814,5.4.3.9,
K19824,,
K19883,2.3.1.82;2.7.1.190,R11229;R11229  GTP:gentamicin-C 2''-O-phosphotransferase
K19955,,
K19956,,R03234;R03234  
K19976,,
K20035,1.3.99.41,R11130;R11130  3-(methylsulfanyl)propanoyl-CoA:acceptor 2-oxidoreductase
K20036,4.2.1.155,R10936;R10936  3-(methylthio)acryloyl-CoA hydratase
K20038,4.3.99.4,
K20073,,
K20074,3.1.3.16,
K20084,2.6.1.122,
K20155,1.5.3.21,R10101;R10101  4-methylaminobutanoate methylamidohydrolase
K20169,1.4.2.2,R11175;R11175  (S)-nicotine:cytochrome c oxidoreductase (N-methylmimosine-forming);R11177
K20203,1.8.1.19,
K20263,2.7.13.3,
K20265,,
K20267,,
K20274,,
K20276,,
K20319,3.5.2.6,
K20332,,
K20333,,
K20338,,
K20339,2.7.13.3,
K20344,,
K20377,,
K20391,,
K20453,4.2.1.85,"R03069;R03069  (2R,3S)-2,3-dimethylmalate hydro-lyase (dimethylmaleate-forming)"
K20455,4.2.1.117,"R11263;R11263  (2S,3S)-2-hydroxybutane-1,2,3-tricarboxylate hydro-lyase (2-methyl-trans-aconitate forming)"
K20459,,
K20460,,
K20470,,
K20480,,
K20483,3.13.2.4,
K20487,2.7.13.3,
K20509,7.2.4.1, Na+-extruding);R03028;R03028  glutaconyl-1-CoA carboxy-lyase;R09509;R09509  carboxybiotinyl-[protein] carboxy-lyase;R12212;R12212  oxaloacetate carboxy-lyase (pyruvate-forming
K20525,4.2.2.26,
K20527,7.4.2.8,
K20530,7.4.2.8,
K20534,,R12808;R12808  ;R12814
K20541,,
K20542,3.2.1.4,
K20543,,
K20566,1.1.3.43,R08896;R08896  paromamine:oxygen 6'-oxidoreductase;R10207;R10207  2'-deamino-2'-hydroxyparomamine:oxygen 6'-oxidoreductase;R11267;R11267  kanamycin-X:oxygen 6'-oxidoreductase;R11268;R11268  kanamycin-C:oxygen 6'-oxidoreductase
K20611,1.3.99.37,"R12708;R12708  dihydroisopentenyldehydrorhodopin:acceptor 3,4-oxidoreductase;R12709;R12709  dihydrobisanhydrobacterioruberin:acceptor 3,4-oxidoreductase"
K20615,4.2.1.145,
K20616,2.5.1.150,"R12285;R12285  dimethylallyl-diphosphate:all-trans-lycopene dimethylallyltransferase (hydrating, dihydroisopentenyldehydrorhodopin-forming);R12286;R12286  dimethylallyl-diphosphate:isopentenyldehydrorhodopin dimethylallyltransferase (hydrating, dihydrobisanhydrobacterioruberin-forming)"
K20680,2.6.1.90,"R09824;R09824  dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose:2-oxoglutarate aminotransferase"
K20708,5.1.1.21,
K20712,5.4.4.3,R06988;R06988  3-(hydroxyamino)phenol hydroxymutase;R09284;R09284  3-(hydroxyamino)phenol hydroxymutase
K20741,3.4.22.50,
K20750,3.4.11.25,
K20755,3.4.21.121,
K20807,4.2.1.84,"R04020;R04020  indole-3-acetamide hydro-lyase;R05379;R05379  acrylamide hydro-lyase;R05596;R05596  benzamide hydro-lyase;R07780;R07780  3,5-dibromo-4-hydroxybenzamide hydro-lyase (nitrile-forming);R07854;R07854  2-phenylacetamide hydro-lyase (nitrile-forming)"
K20814,3.5.1.119,
K20829,3.2.1.176,
K20836,3.2.1.191,
K20846,3.2.1.83,
K20862,3.1.3.102;3.1.3.104,R00548;R00548  riboflavin-5-phosphate phosphohydrolase;R07280;R07280  5-amino-6-(5-phospho-D-ribitylamino)uracil phosphohydrolase
K20866,3.1.3.10,R00947;R00947  alpha-D-glucose-1-phosphate phosphohydrolase
K20881,,R01126;R01126  inosine 5'-monophosphate phosphohydrolase;R01227;R01227  guanosine 5'-monophosphate phosphohydrolase
K20922,,
K20934,1.7.2.7,R09799;R09799  hydrazine:ferricytochrome-c oxidoreductase
K20938,1.14.14.28,
K20948,,
K20951,,
K20955,2.7.7.65,
K20956,2.7.7.65,
K20960,2.7.7.65,
K20961,2.7.7.65,
K20962,3.1.4.52,
K20965,3.1.4.52,
K20971,,
K20972,,
K20974,2.7.13.3,
K21001,,
K21005,,
K21011,,
K21012,,
K21017,3.1.1.84,
K21018,3.1.1.87,
K21019,2.7.7.65,
K21021,2.7.7.65,
K21023,2.7.7.65,
K21024,3.1.4.52,
K21029,2.7.7.80,R07459;R07459  ATP:[sulfur-carrier protein] adenylyltransferase
K21030,2.7.7.40,R02921;R02921  CTP:D-ribitol-5-phosphate cytidylyltransferase
K21033,,
K21059,6.2.1.51,R11537;R11537  ;R11538;R11922;R11922  17-(4-hydroxyphenyl)heptadecanoate:[acyl-carrier protein] ligase (AMP-forming);R11923;R11924;R11924  19-(4-hydroxyphenyl)nonadecanoate:[acyl-carrier protein] ligase (AMP-forming);R11925
K21061,,R11428;R11428  cis-4-hydroxy-D-proline:acceptor oxidoreductase
K21062,3.5.4.22,R02280;R02280  1-pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)
K21064,3.1.3.104,R07280;R07280  5-amino-6-(5-phospho-D-ribitylamino)uracil phosphohydrolase
K21071,2.7.1.11;2.7.1.90,R00756;R00756  ATP:D-fructose-6-phosphate 1-phosphotransferase;R00764;R00764  diphosphate:D-fructose-6-phosphate 1-phosphotransferase;R02073;R02073  diphosphate:beta-D-fructose-6-phosphate 1-phosphotransferase;R03236;R03236  ATP:D-tagatose-6-phosphate 1-phosphotransferase;R04779;R04779  ATP:D-fructose-6-phosphate 1-phosphotransferase
K21076,,
K21081,2.7.7.6,
K21084,2.7.7.65,
K21088,2.7.7.65,
K21089,,
K21090,3.1.4.52,
K21116,,
K21132,3.2.1.130;3.2.1.198,
K21134,,
K21136,,
K21140,3.13.1.6,R11524;R11524  [CysO sulfur-carrier protein]-L-cysteine carboxypeptidase
K21147,2.7.7.80;2.8.1.11,R07459;R07459  ATP:[sulfur-carrier protein] adenylyltransferase;R07461;R07461  [enzyme]-S-sulfanyl-L-cysteine:adenylyl-[sulfur-carrier protein] sulfurtransferase
K21159,,
K21162,,
K21181,5.4.3.6,"R11366;R11366  L-tyrosine 2,3-aminomutase"
K21217,,
K21218,,
K21219,2.5.1.3;2.7.1.49;2.7.4.7,R03223;R03223  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase;R03471;R03471  ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase;R04509;R04509  ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase;R10712;R10712  2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:2-(2-carboxy-4-methylthiazol-5-yl)ethyl phosphate 2-methyl-4-aminopyrimidine-5-methenyltransferase
K21231,1.3.7.13,R11519;R11519  protochlorophyllide-a:ferredoxin C-8(1)-oxidoreductase
K21236,1.14.11.4,
K21237,2.7.7.7,
K21239,2.7.7.6,
K21252,,
K21298,2.4.1.333,
K21299,2.4.2.55,
K21306,2.4.99.21,
K21308,,R11487;R11487  sulfite:quinone oxidoreductase
K21345,2.7.7.70,R05644;R05644  ATP:D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
K21366,2.4.1.122,
K21393,,
K21397,,
K21405,,
K21416,,
K21417,,
K21420,2.3.2.29,R11547;R11547  L-leucyl-tRNA(Leu):[protein] N-terminal L-glutamate leucyltransferase;R11548;R11548  L-leucyl-tRNA(Leu):[protein] N-terminal L-aspartate leucyltransferase
K21430,,
K21449,,
K21454,,
K21464,2.4.99.28;3.4.16.4,
K21465,,
K21467,,
K21469,3.4.16.4,
K21470,,
K21471,,
K21478,,
K21480,1.14.15.20,"R11579;R11579  protoheme,reduced ferredoxin:oxygen oxidoreductase (alpha-methene-oxidizing, hydroxylating)"
K21498,,
K21506,2.7.11.1,
K21507,,
K21508,,
K21511,,
K21525,3.1.21.2,
K21528,,
K21531,,
K21556,,
K21557,,
K21567,1.18.1.2;1.19.1.1,
K21571,,
K21572,,
K21573,,
K21574,3.2.1.3,"R01790;R01790  1,4-alpha-D-glucan glucohydrolase;R01791;R01791  dextrin 6-alpha-D-glucanohydrolase"
K21575,3.2.1.135,
K21577,1.21.4.2;1.21.4.3;1.21.4.4,
K21602,,
K21606,3.2.1.202,
K21610,6.3.3.7,"R11628;R11628  Ni-sirohydrochlorin a,c-diamide reductive cyclo-ligase (ADP-forming)"
K21636,1.1.98.6,R11633;R11633  GTP:formate 2'-oxidoreductase;R11634;R11634  ATP:formate 2'-oxidoreductase;R11635;R11635  UTP:formate 2'-oxidoreductase;R11636;R11636  CTP:formate 2'-oxidoreductase
K21645,,
K21691,,
K21695,,
K21698,,
K21712,,
K21739,,
K21741,,
K21745,,
K21755,,
K21757,,
K21782,1.3.8.14,R06747;R06747  L-prolyl-[peptidyl-carrier protein]:electron-transfer flavoprotein oxidoreductase
K21802,1.2.1.67,R05699;R05699  vanillin:NAD oxidoreductase
K21825,,
K21832,1.14.13.251,"R13016;R13016  glycine betaine,NADH:oxygen oxidoreductase (demethylating)"
K21834,,"R13028;R13028  N,N-dimethylglycine:ferredoxin oxidoreductase (demethylating);R13029;R13029  sarcosine:ferredoxin oxidoreductase (demethylating)"
K21903,,
K21905,,
K21906,,
K21909,5.1.3.38,
K21923,2.7.7.7,
K21935,2.3.1.264,"R11701;R11701  acetyl-CoA:(3S)-3,6-diaminohexanoate N6-acetyltransferase"
K21936,2.1.1.342,R11700;R11700  S-adenosyl-L-methionine:protoheme C-methyltransferase (anaerobilin-producing)
K21963,,
K21966,,
K21967,,
K21990,,
K21993,,
K22010,,
K22015,1.17.98.4;1.17.98.5,R12754;R12754  formate:proton oxidoreductase
K22024,1.1.1.408;1.1.1.409,
K22025,1.1.1.410,
K22033,1.14.99.56,
K22041,,
K22044,,
K22051,,
K22083,2.1.1.21,"R01586;R01586  L-glutamate:methylamine 1,3-dicarboxypropyltransferase (N-methyl-L-glutamate-forming)"
K22084,1.5.99.5,R00609;R00609  N-methyl-L-glutamate:acceptor oxidoreductase (demethylating)
K22086,1.5.99.5,R00609;R00609  N-methyl-L-glutamate:acceptor oxidoreductase (demethylating)
K22104,,
K22105,,
K22107,,
K22110,,
K22129,2.7.1.219;2.7.1.220,R11784;R11784  ATP:D-threonate 4-phosphotransferase;R11803;R11803  ATP:D-erythronate 4-phosphotransferase
K22131,5.3.1.35,R11721;R11721  2-dehydro-L-erythronate isomerase;R11722;R11722  2-dehydro-D-erythronate isomerase
K22132,,
K22135,,
K22136,,
K22159,1.5.98.3,
K22186,4.2.1.82,R02429;R02429  D-xylonate hydro-lyase
K22187,,"R11768;R11768  2,5-dioxopentanoate:NAD+ 5-oxidoreductase"
K22205,3.13.2.3,R12098;R12098  S-adenosyl-L-methionine hydrolase (adenosine-forming)
K22212,4.1.1.101,R11074;R11074  (S)-malate carboxy-lyase
K22213,4.1.1.52,
K22214,2.8.3.27,R11773;R11773  propionyl-CoA:succinate CoA transferase
K22217,,
K22226,,R12001;R12001  
K22227,1.3.98.6,R12002;R12002  Fe-coproporphyrin III:S-adenosyl-L-methionine oxidoreductase (decarboxylating)
K22251,1.1.1.6,R01034;R01034  glycerol:NAD+ 2-oxidoreductase
K22270,1.14.13.24,"R02589;R02589  3-hydroxybenzoate,NADH:oxygen oxidoreductase (6-hydroxylating)"
K22278,3.5.1.104,
K22292,3.1.3.105,R11785;R11785  N-acetyl-D-muramate 6-phosphate phosphohydrolase
K22293,,
K22300,,
K22311,2.3.1.265,"R11781;R11781  acyl-CoA:2,6-di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase;R11782;R11782  acyl-CoA:2-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol acyltransferase;R12039;R12039  acyl-CoA:phosphatidyl-myo-inositol-monomannoside acyltransferase;R12042;R12042  acyl-CoA:phosphatidyl-myo-inositol-dimannoside acyltransferase"
